Material,Purchase Order,Posting Date,Tons Received
61083,68000487,2020-01-23,146.379429
61084,68000467,2020-01-23,6.32247
61085,68000487,2020-01-23,2.881275
61085,68000487,2020-01-23,2.89296
61090,68000478,2020-01-23,17.881227
61093,68000502,2020-01-23,204.149008
61094,68000488,2020-01-23,77.812749
61095,68000488,2020-01-23,133.878906
61122,68000486,2020-01-23,218.52852
61276,68000471,2020-01-23,2.461984
61293,68000496,2020-01-23,26.873052
61313,68000495,2020-01-23,19.394382
61440,68000496,2020-01-23,112.668075
61440,68000479,2020-01-23,2.81502
61505,68000495,2020-01-23,17.61981
61566,68000493,2020-01-23,10.52708
61640,68000496,2020-01-23,75.380384
61661,68000499,2020-01-23,155.669
62020,68000502,2020-01-23,125.998125
60811,68000475,2020-01-24,74.598
61051,68000490,2020-01-24,18.163775
61053,68000490,2020-01-24,9.82065
61139,68000490,2020-01-24,8.289925
61509,68000481,2020-01-24,2.536275
61912,68000486,2020-01-24,52.079254
61913,68000486,2020-01-24,15.537577
37335,69000516,2020-01-28,10.652
60765,69000516,2020-01-28,6.767
60765,69000516,2020-01-28,13.56
60769,69000516,2020-01-28,48.214
60976,69000516,2020-01-28,20.333
60977,69000516,2020-01-28,16.345
61114,69000516,2020-01-28,50.931
61410,69000516,2020-01-28,16.778
61652,69000516,2020-01-28,38.484
61653,69000516,2020-01-28,48.44
61778,69000516,2020-01-28,25.716
61778,69000516,2020-01-28,14.324
61779,69000516,2020-01-28,17.823
61779,69000516,2020-01-28,20.276
61781,69000516,2020-01-28,24.126
61782,69000516,2020-01-28,46.618
61784,69000516,2020-01-28,53.75
61785,69000516,2020-01-28,60.732
61014,68000494,2020-01-29,5.5097
61014,68000494,2020-01-29,7.79977
61016,68000494,2020-01-29,37.52121
61016,68000494,2020-01-29,3.24428
61041,68000490,2020-01-29,26.15613
61046,68000494,2020-01-29,2.801448
61046,68000490,2020-01-29,2.560694
61046,68000494,2020-01-29,2.801448
61083,68000488,2020-01-29,541.728292
61084,68000488,2020-01-29,16.011772
61084,68000488,2020-01-29,210.811629
61183,68000494,2020-01-29,2.99319
61183,68000494,2020-01-29,35.51946
61225,68000490,2020-01-29,23.161047
61233,68000490,2020-01-29,12.381369
61293,68000490,2020-01-29,4.430808
61344,68000494,2020-01-29,5.27436
61344,68000494,2020-01-29,2.60988
61440,68000494,2020-01-29,19.94109
61492,68000494,2020-01-29,18.884265
61492,68000494,2020-01-29,6.28269
61566,68000494,2020-01-29,65.28136
61566,68000494,2020-01-29,10.47642
61566,68000494,2020-01-29,31.2341
61610,68000494,2020-01-29,12.698476
61940,68000494,2020-01-29,19.402417
61001,68000497,2020-01-30,20.439433
61122,68000486,2020-01-30,5.504107
61130,68000497,2020-01-30,191.810409
61500,68000497,2020-01-30,232.407847
61500,68000495,2020-01-30,90.983354
61505,68000492,2020-01-30,20.084025
61580,68000503,2020-01-30,113.129968
61912,68000497,2020-01-30,37.190418
61913,68000497,2020-01-30,34.849151
62060,68000503,2020-01-30,4.867744
60769,69000516,2020-01-31,2.416
61014,68000494,2020-02-05,43.74644
61014,68000496,2020-02-05,16.11107
61014,68000490,2020-02-05,5.41127
61016,68000496,2020-02-05,25.32711
61016,68000490,2020-02-05,44.8086
61047,68000493,2020-02-05,2.267265
61183,68000490,2020-02-05,67.6464
61183,68000496,2020-02-05,79.41805
61183,68000494,2020-02-05,9.05114
61183,68000490,2020-02-05,8.64586
61225,68000480,2020-02-05,2.561832
61276,68000496,2020-02-05,15.01416
61341,68000493,2020-02-05,2.381925
61344,68000494,2020-02-05,2.60988
61440,68000493,2020-02-05,11.20743
61566,68000496,2020-02-05,12.78519
61566,68000490,2020-02-05,28.22136
61566,68000490,2020-02-05,97.34948
61566,68000494,2020-02-05,41.23622
61580,68000496,2020-02-05,45.693312
61670,68000496,2020-02-05,8.721664
60463,68000497,2020-02-06,5.56006
61293,68000490,2020-02-06,2.232194
61341,68000500,2020-02-06,49.469745
61502,68000497,2020-02-06,19.692112
61502,68000497,2020-02-06,14.167612
61505,68000495,2020-02-06,19.80693
61505,68000500,2020-02-06,54.87456
