Bill. Date,Purchase Order,Material, Unit price,Tons Invoiced
2020-04-13,68000511,61591,5.62,2.120496
2020-04-13,68000511,61505,9.59,4.54194
2020-04-13,68000511,61341,9.59,2.360475
2020-03-24,68000511,61591,5.62,30.387728
2020-03-24,68000511,61580,5.62,4.655728
2020-03-24,68000511,61313,7.91,13.357204
2020-03-24,68000511,61316,7.91,2.44237
2020-03-24,68000511,61505,9.59,22.020765
2020-03-24,68000511,61341,9.59,7.357935
2020-03-17,68000511,61580,5.62,16.03168
2020-03-17,68000511,61313,7.91,8.665181
2020-03-17,68000511,62050,7.91,7.836514
2020-03-17,68000511,61320,7.91,8.398404
2020-03-31,68000511,62060,5.62,39.798864
2020-03-31,68000511,61316,7.91,4.932718
2020-03-31,68000511,62050,7.91,10.524248
2020-03-31,68000511,61320,7.91,8.451212
2020-03-31,68000511,62051,9.59,15.61248
2020-04-13,68000511,62060,5.62,2.533776
2020-04-13,68000511,62050,7.91,7.745549
2020-04-13,68000511,61341,9.59,4.95144
2020-04-13,68000511,62051,9.59,10.38141
2020-03-25,68000511,61591,5.62,73.626
2020-03-25,68000511,61580,5.62,21.208208
2020-03-25,68000511,61313,7.91,2.25722
2020-03-25,68000511,61316,7.91,22.065211
2020-03-25,68000511,61505,9.59,12.890475
2020-03-25,68000511,61341,9.59,2.340975
2020-03-17,68000511,61591,5.62,21.26544
2020-03-17,68000511,61580,5.62,27.346032
2020-03-17,68000511,61313,7.91,8.722336
2020-03-17,68000511,61316,7.91,19.132596
2020-03-17,68000511,61341,9.59,4.824105
2020-03-17,68000511,61591,5.62,12.733392
2020-03-17,68000511,61580,5.62,31.809344
2020-03-17,68000511,61313,7.91,6.505688
2020-03-17,68000511,61316,7.91,7.278327
2020-03-17,68000511,61341,9.59,2.358915
2020-03-31,68000510,61502,13.32,59.728862
2020-03-31,68000510,61512,13.32,8.406892
2020-03-31,68000510,60463,13.32,6.01472
2020-03-24,68000510,61500,8.53,19.796721
2020-03-24,68000510,61122,8.53,2.905728
2020-03-24,68000510,60463,13.32,18.058384
2020-03-17,68000510,61912,5.22,9.314885
2020-03-17,68000510,61913,5.22,20.187583
2020-03-17,68000510,61500,8.53,19.684021
2020-03-17,68000510,61001,8.53,10.67108
2020-03-31,68000510,61502,13.32,15.824454
2020-03-31,68000510,61512,13.32,2.798826
2020-03-10,68000510,62052,5.22,10.649924
2020-03-10,68000510,61122,8.44,8.184113
2020-03-17,68000510,61913,5.22,20.051051
2020-03-17,68000510,62052,5.22,32.000383
2020-03-17,68000510,61500,8.53,2.50194
2020-03-17,68000510,61122,8.53,35.676634
2020-03-17,68000510,61130,8.53,30.382954
2020-03-24,68000510,61500,8.53,19.931317
2020-03-24,68000510,61122,8.53,19.437047
2020-03-24,68000510,61502,13.32,15.530068
2020-03-24,68000510,60463,13.32,45.369226
2020-03-24,68000510,61514,17.67,12.097289
2020-03-24,68000510,61417,17.67,7.939046
2020-03-24,68000510,62052,5.22,18.775076
2020-03-24,68000510,61500,8.53,2.476019
2020-03-24,68000510,61122,8.53,63.207956
2020-03-24,68000510,61130,8.53,5.973905
2020-03-24,68000510,61264,17.67,12.475066
2020-03-24,68000510,61500,8.53,20.109705
2020-03-24,68000510,61122,8.53,19.455723
2020-03-10,68000510,61913,5.22,30.119644
2020-03-10,68000510,61001,8.44,31.748395
2020-03-10,68000510,61913,5.22,29.9921
2020-03-10,68000510,61001,8.44,50.377222
2020-03-10,68000510,61130,8.44,18.339188
2020-03-17,68000510,61912,5.22,9.307395
2020-03-17,68000510,61500,8.53,7.396501
2020-03-17,68000510,61001,8.53,23.509381
2020-03-24,68000510,61500,8.53,49.656425
2020-03-24,68000510,61514,17.67,21.946788
2020-03-24,68000510,61417,17.67,7.787059
2020-03-24,68000510,61500,8.53,19.646025
2020-03-24,68000510,61122,8.53,20.233997
2020-03-17,68000510,61912,5.22,9.326013
2020-03-17,68000510,62052,5.22,10.633339
2020-03-17,68000510,61001,8.53,10.622297
2020-03-17,68000510,61130,8.53,30.197482
2020-03-17,68000510,61912,5.22,9.299263
2020-03-17,68000510,61913,5.22,45.418611
2020-03-17,68000510,61500,8.53,9.912126
2020-03-17,68000510,61001,8.53,15.776229
2020-03-17,68000510,61912,5.22,9.242339
2020-03-17,68000510,61913,5.22,40.115263
2020-03-17,68000510,62052,5.22,18.740729
2020-03-17,68000510,61500,8.53,22.339394
2020-03-17,68000510,61001,8.53,10.706822
2020-03-10,68000509,61508,9.48,7.021068
2020-03-10,68000509,61345,9.48,10.775188
2020-03-10,68000509,61345,9.48,2.680335
2020-03-10,68000509,61139,12.78,5.61295
2020-03-10,68000509,61140,12.78,12.0218
2020-03-17,68000509,61345,9.48,5.334635
2020-03-03,68000508,61505,9.59,33.395115
2020-03-17,68000508,62060,5.62,2.466464
2020-03-17,68000508,62050,7.91,2.575517
2020-03-17,68000508,61505,9.59,2.22339
2020-03-10,68000508,61580,5.62,4.562656
2020-03-10,68000508,61313,7.91,11.494273
2020-03-10,68000508,61316,7.91,9.844667
2020-03-10,68000508,62050,7.91,10.581081
2020-03-10,68000508,61320,7.91,22.122044
2020-03-10,68000508,61505,9.59,2.24718
2020-03-11,68000508,61580,5.62,16.067632
2020-03-11,68000508,62060,5.62,17.202752
2020-03-11,68000508,62050,7.91,23.363193
2020-03-11,68000508,61320,7.91,2.810577
2020-03-10,68000508,61316,7.91,19.764843
2020-03-10,68000508,61580,5.62,18.291952
2020-04-13,68000508,61505,9.59,2.249325
2020-03-24,68000507,61913,5.22,19.972299
2020-03-17,68000507,61001,8.7,5.422802
2020-03-17,68000507,61502,13.6,4.866132
2020-03-17,68000507,61512,13.6,10.322052
2020-03-31,68000507,61512,13.6,5.081778
2020-03-10,68000507,61913,5.22,27.55892
2020-03-10,68000507,62052,5.22,10.722363
2020-03-10,68000507,61001,8.7,2.670346
2020-03-10,68000507,61502,13.6,7.051802
2020-03-10,68000507,61512,13.6,7.599172
2020-03-10,68000507,61514,18.05,2.260596
2020-03-10,68000507,61913,5.22,2.469667
2020-03-10,68000507,62052,5.22,16.108957
2020-03-10,68000507,61122,8.7,20.07348
2020-03-10,68000507,61122,8.7,20.096664
2020-03-03,68000507,61500,8.7,45.518403
2020-03-03,68000507,61001,8.7,10.958304
2020-03-24,68000507,61512,13.6,2.546096
2020-03-24,68000507,60463,13.6,16.2120072
2020-03-10,68000507,61913,5.22,29.896335
2020-03-10,68000507,61500,8.7,10.196935
2020-03-10,68000507,61913,5.22,14.978288
2020-03-10,68000507,61500,8.7,4.982628
2020-03-17,68000507,61913,5.22,7.463892
2020-03-17,68000507,61122,8.7,8.588706
2020-03-17,68000507,61502,13.6,11.81481
2020-03-17,68000507,60463,13.6,18.886932
2020-03-17,68000507,61514,18.05,15.955602
2020-03-31,68000507,61913,5.22,2.478013
2020-03-31,68000507,62052,5.22,10.705457
2020-03-31,68000507,60463,13.6,5.447792
2020-03-31,68000507,61514,18.05,2.271717
2020-03-17,68000507,61502,13.6,7.15772
2020-03-17,68000507,61512,13.6,12.827762
2020-03-17,68000507,61500,8.7,22.385762
2020-03-17,68000507,61001,8.7,5.430369
2020-03-17,68000507,61502,13.6,4.758436
2020-03-17,68000507,61512,13.6,7.642352
2020-03-10,68000506,61508,9.48,9.575165
2020-03-10,68000506,61136,9.48,7.834757
2020-03-10,68000506,61137,9.48,2.893441
2020-03-03,68000506,61509,12.78,17.35685
2020-03-03,68000506,61139,12.78,27.64055
2020-03-10,68000506,61508,9.48,4.944872
2020-03-10,68000506,61136,9.48,18.207355
2020-03-10,68000506,61345,9.48,13.878687
2020-03-10,68000506,61137,9.48,17.756124
2020-03-10,68000506,61140,12.78,6.045725
2020-03-10,68000506,61508,9.48,2.359279
2020-03-10,68000506,61140,12.78,18.00995
2020-03-17,68000506,61508,9.48,2.45999
2020-03-02,68000505,62040,5.16,35.871429
2020-02-21,68000505,62040,5.16,15.065386
2020-02-21,68000504,61930,5.16,37.532604
2020-02-21,68000504,61083,8.62,302.490503
2020-02-21,68000504,61084,8.62,379.023302
2020-02-21,68000504,61096,8.57,49.670075
2020-02-21,68000504,61097,8.57,10.407775
2020-03-09,68000504,61096,8.57,9.8805
2020-03-02,68000504,61930,5.16,56.281251
2020-03-02,68000504,61931,5.16,101.318193
2020-03-02,68000504,61083,8.62,197.809913
2020-03-02,68000504,61084,8.62,116.40139
2020-03-02,68000504,61085,10.87,280.772715
2020-03-02,68000504,62020,10.87,309.62462
2020-03-02,68000504,61089,14.48,227.813313
2020-03-02,68000504,61090,14.48,156.337545
2020-03-02,68000504,61092,5.56,344.52208
2020-03-02,68000504,61093,5.56,344.311632
2020-03-02,68000504,61094,7.84,158.19055
2020-03-02,68000504,61095,7.84,233.351629
2020-03-02,68000504,61099,11.41,49.301098
2020-03-02,68000504,61101,11.41,74.642176
2020-03-02,68000504,61103,19.35,12.697776
2020-02-27,68000503,61591,5.62,4.205152
2020-02-27,68000503,62060,5.62,44.482704
2020-02-27,68000503,61592,5.62,31.97208
2020-02-27,68000503,61591,5.62,21.362656
2020-02-27,68000503,61580,5.62,18.06784
2020-02-27,68000503,62060,5.62,44.086448
2020-02-27,68000503,61592,5.62,36.488816
2020-03-10,68000503,61592,5.62,2.610832
2020-02-27,68000503,61591,5.62,52.997392
2020-02-27,68000503,61580,5.62,45.419248
2020-03-03,68000503,61591,5.62,4.35456
2020-02-27,68000503,61591,5.62,16.937312
2020-02-27,68000503,61580,5.62,22.616384
2020-02-27,68000503,61591,9.59,46.912208
2020-02-27,68000503,61580,9.59,31.560704
2020-03-17,68000503,61591,5.62,2.102576
2020-02-12,68000502,61084,8.62,177.3415
2020-02-12,68000502,62020,10.87,125.998125
2020-02-12,68000502,61090,14.48,18.17634
2020-02-12,68000502,61090,14.48,37.132914
2020-02-12,68000502,61093,5.56,204.149008
2020-02-21,68000502,61084,8.62,70.474852
2020-02-25,68000501,61900,1039.94,25.476
2020-02-25,68000501,61881,1039.94,49.628
2020-02-27,68000500,61313,7.91,4.367447
2020-02-27,68000500,61316,7.91,13.802369
2020-02-27,68000500,61505,9.59,13.169715
2020-02-27,68000500,61341,9.59,23.491455
2020-02-27,68000500,61313,7.91,11.048464
2020-02-27,68000500,61316,7.91,9.196159
2020-02-27,68000500,62050,7.91,34.616771
2020-02-27,68000500,61505,9.59,13.11843
2020-02-27,68000500,61341,9.59,25.97829
2020-02-27,68000500,61313,7.91,4.363422
2020-02-27,68000500,61316,7.91,11.582501
2020-02-27,68000500,61505,12.78,22.017645
2020-02-27,68000500,62050,5.62,24.392144
2020-02-27,68000500,61505,9.59,4.38087
2020-02-27,68000500,62051,9.59,10.06044
2020-02-27,68000500,62050,7.91,12.384603
2020-02-27,68000500,61505,9.59,2.1879
2020-02-27,68000500,62051,9.59,5.031585
2020-02-25,68000499,61661,535.6,5.103
2020-02-25,68000499,53265,535.6,2.69
2020-02-25,68000499,60136,535.6,89.339
2020-02-25,68000499,60810,535.6,71.607
2020-02-25,68000499,60137,535.6,12.371
2020-02-25,68000499,60137,535.6,77.819
2020-02-25,68000499,50666,535.6,13.224
2020-02-25,68000499,60811,535.6,113.145
2020-02-25,68000499,60139,535.6,33.521
2020-02-25,68000499,53265,535.6,2.728
2020-02-25,68000499,60136,535.6,2.774
2020-03-09,68000499,61660,530.3,73.401
2020-03-09,68000499,37811,530.3,53.984
2020-03-09,68000499,60720,530.3,28.476
2020-03-09,68000499,60205,530.3,25.997
2020-03-09,68000499,18193,530.3,27.437
2020-02-20,68000499,61661,535.6,150.566
2020-02-20,68000499,53265,535.6,48.799
2020-02-20,68000499,60136,535.6,36.337
2020-02-20,68000499,60137,535.6,6.25
2020-02-20,68000499,50666,535.6,33.049
2020-02-20,68000499,60139,535.6,157.19
2020-03-09,68000499,61660,530.3,4.727
2020-03-09,68000499,60720,530.3,149.648
2020-03-09,68000499,60205,530.3,102.422
2020-03-09,68000499,18193,530.3,176.742
2020-03-09,68000499,60810,530.3,5.966
2020-03-09,68000499,60137,530.3,6.233
2020-03-09,68000499,50666,530.3,6.615
2020-03-09,68000499,60811,530.3,11.542
2020-03-09,68000499,60139,530.3,9.151
2020-03-03,68000498,61508,9.48,31.081218
2020-03-03,68000498,61139,12.78,2.730525
2020-02-27,68000498,61509,12.78,2.52455
2020-02-27,68000498,61140,12.78,8.76365
2020-02-27,68000498,61509,12.78,12.73545
2020-02-27,68000498,61139,12.78,5.566225
2020-03-10,68000498,61137,9.48,14.373225
2020-02-27,68000498,61509,12.78,5.101425
2020-02-27,68000498,61140,12.78,14.735525
2020-02-27,68000498,61509,12.78,17.95465
2020-02-27,68000498,61139,12.78,19.285175
2020-02-19,68000497,61500,8.7,59.155747
2020-02-19,68000497,61130,8.7,34.647522
2020-02-19,68000497,61502,13.6,39.150544
2020-02-19,68000497,61417,18.05,19.308752
2020-02-06,68000497,61913,5.22,24.658685
2020-02-06,68000497,61912,5.22,11.694565
2020-02-18,68000497,61500,8.7,55.251497
2020-02-18,68000497,61130,8.7,64.116962
2020-02-18,68000497,61264,18.05,9.355794
2020-02-19,68000497,61500,8.7,80.684345
2020-02-19,68000497,61001,8.7,10.283875
2020-02-19,68000497,61130,8.7,43.84191
2020-02-19,68000497,61502,13.6,14.167612
2020-02-19,68000497,60463,13.6,5.5600092
2020-02-19,68000497,61264,18.05,9.375677
2020-01-30,68000497,61913,5.22,17.406225
2020-02-18,68000497,61500,8.7,82.9472
2020-02-18,68000497,61001,8.7,10.155558
2020-02-18,68000497,61130,8.7,59.277463
2020-02-18,68000497,61264,18.05,3.117924
2020-01-30,68000497,61912,5.22,18.40828
2020-01-30,68000497,61913,5.22,17.442926
2020-01-30,68000497,61912,5.22,18.782138
2020-02-27,68000497,61130,8.7,8.855644
2020-02-27,68000497,61264,18.05,9.394886
2020-03-10,68000497,60463,13.6,5.555996
2020-03-10,68000497,61417,18.05,11.06034
2020-02-27,68000497,61130,8.7,11.82062
2020-02-13,68000496,61940,5.22,16.593774
2020-02-13,68000496,61566,9.11,2.55085
2020-02-13,68000496,61183,9.11,23.53837
2020-02-13,68000496,61233,14.62,18.503394
2020-02-13,68000496,61670,5.62,8.721664
2020-02-13,68000496,61580,5.62,28.929824
2020-02-13,68000496,61276,5.62,15.01416
2020-02-13,68000496,61293,7.18,15.074792
2020-02-13,68000496,61046,7.18,5.422732
2020-02-13,68000496,61440,9.59,2.888925
2020-02-17,68000496,61610,7.65,12.633579
2020-02-17,68000496,61115,7.65,24.017732
2020-02-17,68000496,61541,7.65,5.814187
2020-02-17,68000496,61566,9.11,63.86169
2020-02-17,68000496,61014,9.11,42.37607
2020-02-17,68000496,61031,14.62,78.010296
2020-02-17,68000496,61233,14.62,6.194097
2020-02-05,68000496,61566,9.11,10.23944
2020-02-05,68000496,61183,9.11,20.48517
2020-02-05,68000496,61031,14.62,7.023744
2020-02-05,68000496,61640,7.18,18.409432
2020-02-05,68000496,61045,7.18,14.790384
2020-02-05,68000496,61047,9.59,4.66362
2020-01-09,68000496,61561,12.78,15.81265
2020-02-13,68000496,61566,9.11,2.5806
2020-02-13,68000496,61183,9.11,17.38403
2020-02-13,68000496,61016,9.11,22.33307
2020-02-13,68000496,61233,14.62,31.103436
2020-02-13,68000496,61580,5.62,16.763488
2020-02-13,68000496,61293,7.18,2.023414
2020-02-13,68000496,61046,7.18,61.064938
2020-02-13,68000496,61046,7.18,5.422732
2020-01-23,68000496,61561,12.78,7.994525
2020-02-17,68000496,61492,7.65,9.334119
2020-02-17,68000496,61566,9.11,56.4298
2020-02-17,68000496,61014,9.11,37.57442
2020-02-17,68000496,61016,9.11,41.08543
2020-02-17,68000496,61031,14.62,37.634961
2020-02-17,68000496,61233,14.62,18.557994
2020-02-17,68000496,61047,9.59,2.33181
2020-02-05,68000496,61031,14.62,17.155866
2020-02-05,68000496,61640,7.18,11.380992
2020-02-05,68000496,61045,7.18,7.45549
2020-02-05,68000496,61566,9.11,2.54575
2020-02-05,68000496,61293,7.18,3.491736
2020-02-05,68000496,61640,7.18,13.76196
2020-02-12,68000496,61041,14.62,16.08516
2020-02-12,68000496,61440,9.59,57.7785
2020-02-13,68000496,61891,5.22,
2020-02-13,68000496,61862,5.22,22.019958
2020-02-13,68000496,61940,5.22,5.424258
2020-02-13,68000496,61610,7.65,2.516505
2020-02-13,68000496,61183,9.11,35.39451
2020-02-13,68000496,61293,7.18,4.229474
2020-02-13,68000496,61640,7.18,31.828
2020-02-13,68000496,61045,7.18,2.4674
2020-02-13,68000496,61055,19.54,13.298103
2020-02-12,68000496,61041,14.62,38.294529
2020-02-12,68000496,61041,14.62,38.621583
2020-02-12,68000496,61233,14.62,9.256611
2020-02-12,68000496,61041,14.62,25.928994
2020-02-12,68000496,61440,9.59,11.5557
2020-02-12,68000496,61440,9.59,40.44495
2020-02-27,68000496,61580,5.62,6.8264
2020-02-27,68000496,61276,5.62,2.479568
2020-02-27,68000496,61047,9.59,101.56419
2020-02-27,68000496,61055,19.54,32.368245
2020-02-20,68000496,61610,7.65,7.556373
2020-02-20,68000496,61115,7.65,2.669667
2020-02-20,68000496,61031,14.62,80.748213
2020-02-20,68000496,61047,9.59,88.052055
2020-02-20,68000496,61563,19.54,6.164886
2020-02-20,68000496,61610,7.65,2.530983
2020-02-20,68000496,61492,7.65,6.265291
2020-02-20,68000496,61031,14.62,76.476309
2020-02-20,68000496,61047,9.59,81.31812
2020-02-20,68000496,61053,12.78,9.62325
2020-02-20,68000496,61375,19.54,5.598684
2020-02-27,68000496,61941,5.22,15.211869
2020-02-27,68000496,61046,7.18,2.70903
2020-02-27,68000496,61047,9.59,87.65913
2020-02-27,68000496,61055,19.54,43.364685
2020-06-29,68000496,61047,9.59,2.268045
2020-02-18,68000495,61500,8.7,2.656822
2020-01-30,68000495,61502,13.6,18.508218
2020-01-30,68000495,61313,7.91,2.138402
2020-01-30,68000495,61500,8.7,49.441168
2020-01-30,68000495,61502,13.6,15.745714
2020-01-30,68000495,61313,7.91,17.25598
2020-01-30,68000495,61500,8.7,38.939299
2020-01-30,68000495,61502,13.6,2.673604
2020-02-06,68000495,61500,8.7,2.602887
2020-02-06,68000495,61505,9.59,37.42674
2020-01-23,68000494,61016,9.11,16.13878
2020-01-23,68000494,61640,7.18,7.11604
2020-01-23,68000494,61046,7.18,22.520646
2020-02-05,68000494,61610,7.65,2.544191
2020-02-05,68000494,61014,9.11,57.05591
2020-02-05,68000494,61183,9.11,20.79797
2020-02-05,68000494,61016,9.11,12.48242
2020-02-05,68000494,61492,7.65,6.28269
2020-02-05,68000494,61016,9.11,18.73808
2020-02-17,68000494,61940,5.22,2.796766
2020-02-17,68000494,61115,7.65,5.338064
2020-02-05,68000494,61610,7.65,10.154285
2020-02-05,68000494,61492,7.65,18.884265
2020-02-05,68000494,61183,9.11,26.76582
2020-02-05,68000494,61016,0,3.15775
2020-02-05,68000494,61344,9.59,5.27436
2020-02-12,68000494,61566,9.11,18.48427
2020-02-12,68000494,61016,9.11,3.26043
2020-02-12,68000494,61640,7.18,9.414956
2020-02-12,68000494,61046,7.18,2.801448
2020-02-12,68000494,61344,9.59,2.60988
2020-02-12,68000494,61566,9.11,35.80387
2020-02-12,68000494,61016,9.11,13.65015
2020-02-12,68000494,61016,9.11,21.86489
2020-02-12,68000494,61566,9.11,18.08239
2020-02-12,68000494,61940,5.22,2.743694
2020-02-12,68000494,61566,9.11,36.46483
2020-01-29,68000494,61016,9.11,12.85115
2020-01-29,68000494,61046,7.18,5.209572
2020-01-29,68000494,61440,9.59,19.94109
2020-02-12,68000494,61940,5.22,19.455489
2020-02-12,68000494,61566,9.11,39.39274
2020-02-27,68000494,61640,7.18,2.387392
2020-02-12,68000493,61225,14.62,24.888318
2020-02-12,68000493,61233,14.62,12.129663
2020-02-12,68000493,61041,14.62,58.655415
2020-02-12,68000493,61045,7.18,17.569786
2020-02-12,68000493,61440,9.59,60.092565
2020-02-05,68000493,61566,9.11,7.91112
2020-02-05,68000493,61014,9.11,2.76794
2020-02-05,68000493,61183,9.11,3.03671
2020-02-05,68000493,61031,14.62,2.639637
2020-01-29,68000493,61183,9.11,3.04453
2020-01-29,68000493,61047,9.59,11.499345
2020-01-29,68000493,61341,9.59,7.28013
2020-01-29,68000493,61344,9.59,8.01021
2020-01-29,68000493,61440,9.59,89.281335
2020-02-13,68000493,61031,14.62,2.679768
2020-02-13,68000493,61293,7.18,8.97754
2020-02-13,68000493,61640,7.18,9.335678
2020-01-23,68000493,61045,7.18,2.576316
2020-01-23,68000493,61561,12.78,20.8999
2020-01-23,68000493,61016,9.11,3.23323
2020-01-23,68000493,61564,19.54,16.471455
2020-02-17,68000493,61293,7.18,11.023876
2020-02-17,68000493,61640,7.18,6.906676
2020-02-05,68000493,61183,9.11,18.28486
2020-02-05,68000493,61341,9.59,16.81446
2020-02-05,68000493,61344,9.59,2.631915
2020-02-05,68000493,61016,9.11,22.74328
2020-02-12,68000493,61031,14.62,18.636345
2020-02-12,68000493,61233,14.62,30.415476
2020-02-12,68000493,61041,14.62,39.410826
2020-02-12,68000493,61045,7.18,7.727196
2020-02-13,68000493,61293,7.18,26.920356
2020-02-13,68000493,61640,7.18,9.348234
2020-02-13,68000493,61293,7.18,6.87441
2020-02-13,68000493,61640,7.18,4.553448
2020-02-13,68000493,61045,7.18,7.748804
2020-02-12,68000493,61566,9.11,15.83618
2020-02-12,68000493,61014,9.11,2.81792
2020-02-12,68000493,61016,9.11,9.75341
2020-02-12,68000493,61041,14.62,30.164589
2020-02-12,68000493,61047,9.59,16.170765
2020-02-12,68000493,61341,9.59,2.40708
2020-02-12,68000493,61440,9.59,19.991595
2020-02-12,68000493,61564,19.54,3.325959
2020-02-12,68000493,61566,9.11,10.42882
2020-02-12,68000493,61225,14.62,19.347237
2020-02-12,68000493,61041,14.62,19.800144
2020-02-12,68000493,61047,9.59,18.24771
2020-02-12,68000493,61440,9.59,40.36773
2020-02-12,68000493,61139,12.78,14.073675
2020-01-23,68000493,61566,9.11,2.61596
2020-01-23,68000493,61016,9.11,51.7106
2020-01-23,68000493,61045,7.18,13.061452
2020-01-23,68000493,61047,9.59,2.285595
2020-01-23,68000493,61564,19.54,88.685415
2020-01-23,68000493,61561,12.78,2.5494
2020-02-12,68000493,61014,9.11,13.98148
2020-02-12,68000493,61031,14.62,34.379709
2020-02-12,68000493,61225,14.62,5.534256
2020-02-12,68000493,61233,14.62,36.443862
2020-01-30,68000492,61500,8.7,47.122124
2020-01-30,68000492,61502,13.6,18.542508
2020-01-30,68000492,61505,9.59,13.463385
2020-01-30,68000492,61500,8.7,52.495016
2020-01-30,68000492,61313,7.91,4.525388
2020-01-30,68000492,61313,7.91,15.818894
2020-01-30,68000492,61505,9.59,27.15921
2020-01-30,68000492,61502,13.6,18.480278
2020-01-30,68000491,61508,9.48,14.148689
2020-01-30,68000491,61136,9.48,4.974844
2020-01-30,68000491,61508,9.48,7.086092
2020-01-30,68000491,61136,9.48,2.563876
2020-01-30,68000491,61139,12.78,24.66555
2020-01-30,68000491,61136,9.48,5.078476
2020-01-30,68000491,61509,12.78,13.830425
2020-01-30,68000491,61136,9.48,5.051298
2020-01-30,68000491,61509,12.78,4.6046
2020-01-30,68000491,61140,12.78,16.015125
2020-01-30,68000491,61350,12.78,22.487325
2020-02-06,68000491,61136,9.48,2.563876
2020-01-09,68000490,61046,7.18,5.334402
2020-01-09,68000490,61047,9.59,2.33571
2020-02-05,68000490,61566,9.11,20.35376
2020-02-05,68000490,61046,7.18,2.773708
2020-02-12,68000490,61183,9.11,20.70906
2020-01-23,68000490,61046,7.18,5.191176
2020-01-23,68000490,61047,9.59,6.95019
2020-01-23,68000490,61055,19.54,13.187538
2020-02-13,68000490,61610,7.65,14.903577
2020-02-13,68000490,61031,14.62,22.163505
2020-02-13,68000490,61225,14.62,26.075049
2020-02-13,68000490,61041,14.62,9.900072
2020-02-13,68000490,61610,7.65,2.547747
2020-02-13,68000490,61183,9.11,17.68051
2020-02-13,68000490,61225,14.62,14.435421
2020-02-13,68000490,61233,14.62,3.132402
2020-02-13,68000490,61041,14.62,16.256058
2020-02-12,68000490,61016,9.11,15.93682
2020-02-12,68000490,61046,7.18,2.560694
2020-01-17,68000490,61580,5.62,13.794816
2020-01-17,68000490,61276,5.62,4.855648
2020-01-17,68000490,61640,7.18,21.042688
2020-01-17,68000490,61045,7.18,37.053486
2020-01-17,68000490,61276,5.62,27.728624
2020-01-17,68000490,61293,7.18,42.324378
2020-01-17,68000490,61640,7.18,4.668934
2020-01-24,68000490,61940,5.22,14.498179
2020-01-24,68000490,61941,5.22,18.234191
2020-01-24,68000490,61283,5.62,19.128592
2020-01-24,68000490,61045,7.18,5.154822
2020-01-24,68000490,61047,9.59,74.5797
2020-01-24,68000490,61051,12.78,18.163775
2020-01-24,68000490,61055,19.54,18.472818
2020-01-24,68000490,61940,5.22,11.571194
2020-01-24,68000490,61940,5.22,5.30399
2020-01-24,68000490,61941,5.22,31.350786
2020-01-24,68000490,61283,5.62,8.19336
2020-01-24,68000490,61046,7.18,2.704796
2020-01-24,68000490,61047,9.59,128.45313
2020-01-24,68000490,61440,9.59,16.847025
2020-01-24,68000490,61053,12.78,9.82065
2020-01-24,68000490,61053,12.78,9.7699
2020-02-05,68000490,61566,9.11,38.48579
2020-02-05,68000490,61016,9.11,28.87178
2020-01-24,68000490,61941,5.22,6.363076
2020-01-24,68000490,61283,5.62,8.09816
2020-01-24,68000490,61045,7.18,2.571936
2020-01-24,68000490,61046,7.18,26.95525
2020-01-24,68000490,61046,7.18,2.416592
2020-01-24,68000490,61047,9.59,62.17224
2020-01-24,68000490,61139,12.78,16.536625
2020-01-24,68000490,61055,19.54,18.700227
2020-01-24,68000490,61055,19.54,18.552807
2020-01-17,68000490,61670,5.62,19.799584
2020-01-17,68000490,61580,5.62,13.92104
2020-01-29,68000490,61293,7.18,4.430808
2020-01-29,68000490,61047,9.59,2.294175
2020-02-17,68000490,61610,7.65,5.046853
2020-02-17,68000490,61014,9.11,2.71133
2020-02-17,68000490,61233,14.62,9.248967
2020-02-17,68000490,61492,7.65,8.900287
2020-02-17,68000490,61014,9.11,2.69994
2020-02-12,68000490,61183,9.11,8.84731
2020-02-12,68000490,61031,14.62,10.934742
2020-02-13,68000490,61031,14.62,38.791662
2020-02-13,68000490,61225,14.62,17.270526
2020-02-12,68000490,61183,9.11,20.44828
2020-01-17,68000490,61862,5.22,57.463922
2020-01-17,68000490,61940,5.22,17.595829
2020-01-17,68000490,61891,5.22,
2020-01-17,68000490,61862,5.22,23.2725
2020-01-17,68000490,61862,5.22,44.009635
2020-01-17,68000490,61940,5.22,33.874488
2020-01-17,68000490,61045,7.18,5.008822
2020-01-17,68000490,61047,9.59,4.525365
2020-02-06,68000490,61566,9.11,66.73129
2020-02-06,68000490,61183,9.11,8.6071
2020-02-06,68000490,61293,7.18,2.232194
2020-02-28,68000490,61940,5.22,2.928055
2020-01-17,68000489,61980,530.3,43.196
2020-01-17,68000489,60811,530.3,121.894
2020-01-17,68000489,60136,530.3,70.797
2020-01-17,68000489,60133,530.3,49.107
2020-01-17,68000489,60720,530.3,50.078
2020-01-17,68000489,60205,530.3,49.069
2020-02-20,68000489,60811,535.6,5.809
2020-02-20,68000489,60136,535.6,2.74
2020-02-20,68000489,61080,602.39,102.848
2020-02-20,68000489,60232,602.39,48.248
2020-02-20,68000489,60051,602.39,151.46
2020-01-23,68000488,61092,5.56,38.517584
2020-01-23,68000488,61093,5.56,46.045104
2020-01-23,68000488,61094,7.84,202.824902
2020-01-23,68000488,61095,7.84,167.734147
2020-01-23,68000488,60796,8.57,10.155075
2020-01-23,68000488,61097,8.57,2.71355
2020-01-23,68000488,61099,11.41,104.013728
2020-01-23,68000488,61101,11.41,52.103625
